Producto;Estacion;Minutos
B24_FA;FA_Assemble_1;63507513.17
B24_BP;BP_Drill_1;10.82
B24_SA;SA_Cut_1;3.93
B24_FA;FA_Cut_1;4.17
B24_FA;FA_Drill_3;9.02
B24_BP;;7.07
B24_SA;SA_Drill_2;12.8
B24_BP;BP_Paint_1;4.48
B23;Assemble_2;6.1
B23_SA;SA_Assemble_1;63507516.48
B24_BP;BP_Cut_1;2.67
B24_FA;FA_Assemble_1;1.67
B24_FA;FA_Drill_2;9.8
B23;Sand_4;11.05
B24_BP;BP_Paint_2;4.68
B24_FA;FA_Cut_2;4.83
B23;Paint_2;7.87
B24_FA;FA_Assemble_1;1.87
B24_SA;SA_Routing_1;0.92
B24_SA;SA_Cut_1;4.43
B23_SA;SA_Assemble_2;3.9
B24_BP;BP_Cut_1;2.45
B24_SA;SA_Drill_3;12.95
O22_FA;FA_Cut_1;3.82
B23;;10.53
B23;Assemble_1;6.8
B23_BP;;66.72
B24_BP;BP_Drill_2;11.02
B24_BP;BP_Sand_2;5.65
B24_BP;BP_Drill_3;12.18
B23;Paint_3;7.52
B24_BP;BP_Cut_1;2.42
B23;Sand_1;-63507518.97
B23_SA;SA_Assemble_1;3.78
O22_FA;FA_Cut_2;4.02
B24_BP;BP_Sand_1;6.07
B24_BP;BP_Paint_1;4.57
B24_SA;SA_Routing_1;1
B24_SA;;4.57
;Assemble_2;6.1
;FA_Drill_1;9.12
O22_FA;FA_Cut_1;3.87
B24_FA;FA_Assemble_1;2.02
B24_SA;SA_Drill_1;-63507520.98
B24_BP;BP_Cut_1;-63507521.02
B23;Paint_1;-63507521.48
B24_FA;FA_Drill_3;8.43
B24_BP;BP_Drill_1;10.72
B24_FA;FA_Assemble_1;1.7
B23;Assemble_3;7.23
B24_FA;;9.77
O22_FA;FA_Cut_2;63507527.1
B24_BP;BP_Sand_2;6.75
B23;Sand_3;9.83
B24_BP;BP_Paint_2;4.13
B24_BP;BP_Cut_1;-63507523.88
O22_FA;;4.23
B24_FA;FA_Assemble_1;1.78
B24_SA;;0.95
B24_SA;SA_Cut_1;3.8
B23;Attach_BP_1;2.02
B23;Paint_2;7.62
B24_SA;SA_Assemble_1;5.98
B24_SA;SA_Drill_2;12.77
B24_BP;BP_Paint_1;4.2
B23;Sand_4;10.03
B24_BP;BP_Cut_1;2.58
;Paint_3;8.05
O22_FA;FA_Cut_2;4.18
B24_SA;SA_Routing_1;0.9
B24_SA;SA_Cut_1;4.62
O22_FA;FA_Cut_1;4.02
B24_BP;BP_Drill_2;11.65
B24_BP;BP_Sand_1;6.25
B24_BP;BP_Cut_1;2.85
B24_FA;;9.17
B24_SA;SA_Assemble_2;6.25
B24_SA;;63507543.92
B24_FA;;63507531.38
B23;Paint_1;7.18
B24_FA;FA_Drill_3;9.52
B24_BP;BP_Drill_3;12.23
B24_BP;;6.23
;BP_Paint_1;4.27
;Sand_1;11.42
O22_FA;FA_Cut_2;3.72
B24_FA;;1.62
B24;Assemble_1;9.43
B24_BP;BP_Cut_1;-63507532.1
B23;;2.13
O22_FA;FA_Cut_1;3.97
B24_BP;BP_Drill_1;9.65
B24_FA;FA_Drill_2;8.95
B24_SA;SA_Routing_1;0.88
B24_SA;SA_Cut_1;4.38
B24_FA;FA_Assemble_1;-63507533.37
B23;Paint_2;7.02
B23;Attach_BP_1;2.12
B24_BP;BP_Cut_1;2.45
B24_BP;BP_Sand_1;6.57
B24_BP;BP_Paint_1;4.27
O22_FA;FA_Cut_2;3.65
B24;Assemble_2;-63507535.85
B24_SA;SA_Drill_1;63507551.3
B24_SA;SA_Assemble_1;5.72
B23;Paint_3;8.15
B24_BP;BP_Paint_2;4.57
O22_FA;FA_Cut_1;4.13
B23;Attach_BP_1;2.1
B24_BP;BP_Cut_1;2.77
;SA_Routing_1;0.92
B24_SA;SA_Cut_1;4.08
B24_SA;SA_Assemble_2;5.75
B24_FA;FA_Drill_1;9.33
B24_SA;SA_Drill_2;-63507538.78
B24_FA;FA_Assemble_1;1.67
O22_FA;FA_Cut_2;4.27
B24_FA;FA_Drill_3;-63507539.58
B23;Attach_BP_1;2.07
B24_BP;BP_Cut_1;2.83
B24_BP;BP_Drill_2;9.72
;BP_Sand_2;6.93
B24_FA;FA_Assemble_1;63507542.63
O22_FA;FA_Cut_1;3.97
B24;Sand_2;14.65
B24_BP;BP_Paint_1;4.55
;;0.88
B24_SA;SA_Cut_1;4.33
B23;;7.28
B24_FA;FA_Drill_2;-63507542.08
B24;Assemble_1;8.87
B23;Attach_BP_1;2.27
B24_BP;BP_Drill_3;12.27
B24_BP;BP_Sand_1;6.43
B24_BP;BP_Drill_1;9.93
;FA_Assemble_1;1.88
B24_BP;BP_Cut_1;2.7
O22_FA;FA_Cut_2;3.88
B24;Sand_1;14.47
B24_SA;SA_Drill_3;-63507543.98
B24_SA;SA_Assemble_1;5.83
B24;Assemble_2;9.2
O22_FA;FA_Cut_1;3.78
;Attach_BP_1;1.98
O22_BP;BP_Cut_1;1.95
B24_SA;SA_Routing_1;0.87
B24_SA;SA_Cut_1;4.23
O22_FA;FA_Cut_2;3.82
B24_BP;BP_Sand_2;6.28
B24_BP;BP_Paint_1;4.93
;FA_Drill_1;6.12
O22_FA;FA_Drill_3;6.38
O22_BP;BP_Cut_1;2.17
B24_FA;FA_Assemble_1;1.78
B23;Attach_BP_1;2.03
O22_FA;FA_Cut_1;3.92
B24_BP;BP_Paint_2;4.28
B24;Assemble_3;8.07
B24_FA;FA_Assemble_1;1.85
B24_BP;BP_Drill_2;12
B24_BP;;6.03
O22_BP;BP_Cut_1;2.33
O22_FA;FA_Drill_2;5.95
B24_SA;SA_Routing_1;0.95
B24_SA;SA_Cut_1;4.65
B24_SA;SA_Drill_2;15
B24;Sand_3;15.07
B24_SA;SA_Assemble_1;6.12
O22_FA;FA_Cut_2;3.6
B23;Attach_BP_1;2.13
;SA_Assemble_2;5.58
B24_SA;SA_Drill_1;13.62
B24_FA;FA_Assemble_1;63507553.87
B24_BP;BP_Drill_1;63507563.7
O22_BP;BP_Cut_1;2.27
O22_FA;FA_Cut_1;4.12
B24;Sand_4;15.47
B23;Attach_BP_1;1.98
B24_BP;BP_Sand_2;5.3
B24_BP;BP_Paint_1;63507558.72
O22_FA;FA_Drill_1;6.05
O22_FA;FA_Assemble_1;1.9
O22_FA;FA_Drill_3;5.3
B24_BP;BP_Drill_3;10.57
O22_FA;FA_Cut_2;3.58
O22_BP;BP_Cut_1;2.13
B24_SA;SA_Routing_1;0.95
B24_SA;SA_Cut_1;4.58
B24;Paint_1;-63507556
B24_BP;BP_Sand_1;5.97
O22_FA;FA_Drill_2;5.78
O22_FA;;1.78
B24_BP;BP_Paint_2;4.68
B24_SA;SA_Drill_3;13.28
B24;Assemble_1;8.18
B24_SA;SA_Assemble_2;5.45
O22_BP;BP_Cut_1;2.1
O22_FA;FA_Cut_1;63507561.38
B24;Assemble_2;-63507557.45
;Paint_2;10.97
B24;Sand_1;13.27
O22_FA;FA_Assemble_1;-63507558.45
O22_FA;FA_Cut_2;3.95
B24_BP;BP_Paint_1;4.5
O22_BP;BP_Cut_1;2.1
O22_FA;FA_Drill_3;6
O22_FA;FA_Assemble_1;1.8
O22_FA;FA_Drill_1;5.4
B24_SA;SA_Routing_1;0.88
B24_SA;SA_Cut_1;4.13
O22_FA;FA_Cut_1;3.75
B23;Attach_BP_1;1.97
O22_BP;BP_Cut_1;2.18
O22_FA;FA_Drill_2;6.22
B24_BP;BP_Drill_2;10.5
O22_FA;FA_Assemble_1;1.9
B24_BP;BP_Sand_2;6.37
B24_BP;BP_Paint_2;4.22
B24;Assemble_3;7.92
O23_FA;FA_Cut_2;4.57
B24_BP;BP_Drill_1;10.07
B24_BP;BP_Sand_1;6
O22_BP;BP_Cut_1;2.23
O22_FA;FA_Assemble_1;1.58
B24_SA;SA_Routing_1;1
B24_SA;SA_Cut_1;4.38
B24;Sand_2;12.73
O23_FA;FA_Cut_1;4.57
B24_BP;BP_Drill_3;-63507565.52
B24_SA;SA_Drill_1;14.9
B24_SA;;6.32
O22_FA;FA_Drill_1;6.28
O22_FA;FA_Drill_3;63507571.25
O22_FA;FA_Assemble_1;1.53
B24_SA;SA_Drill_2;13.48
O22_BP;BP_Cut_1;2.22
B24;Sand_3;13.22
B24_SA;SA_Assemble_2;6.27
B23;Attach_BP_1;2.13
B24;Paint_1;11.52
O23_FA;FA_Cut_2;4.4
O22_FA;FA_Assemble_1;-63507567.87
O22_FA;FA_Drill_2;6.62
O22_BP;BP_Cut_1;2.3
B24_BP;BP_Sand_2;6.2
B24_BP;BP_Paint_1;4.13
B24_SA;SA_Routing_1;0.9
B24_SA;SA_Cut_1;4.27
B24;Paint_2;9.05
B23;Attach_BP_1;2.3
O22_FA;FA_Assemble_1;1.73
B24_BP;BP_Paint_2;4.2
O23_FA;FA_Cut_1;3.8
B24_SA;SA_Drill_3;11.62
B24;Sand_4;12.2
O22_BP;BP_Cut_1;2.18
O22_FA;FA_Drill_3;6.37
B24;Paint_3;10.62
O22_FA;FA_Assemble_1;1.83
B24;Assemble_1;8.17
O23_FA;FA_Cut_2;4.3
O22_FA;FA_Drill_1;6.08
B24_SA;SA_Assemble_1;5.48
B24;Assemble_2;8.72
B24_BP;BP_Drill_2;10.4
B24_BP;BP_Sand_1;5.72
B23;Attach_BP_1;2.15
O22_BP;BP_Cut_1;2.25
B24_SA;SA_Routing_1;0.92
B24_SA;SA_Cut_1;4.37
O22_FA;FA_Assemble_1;1.65
O22_BP;BP_Drill_1;6.13
O23_FA;FA_Cut_1;4.47
B24_BP;BP_Sand_2;6.33
B24_BP;BP_Paint_1;4.4
;FA_Drill_2;5.8
O22_BP;BP_Cut_1;2.15
B23;Attach_BP_1;2.2
O22_FA;FA_Assemble_1;1.67
O22_BP;BP_Drill_3;5.67
O23_FA;FA_Cut_2;4.38
O22_BP;BP_Cut_1;1.93
O22_FA;FA_Drill_3;6.55
B24;Assemble_3;8.45
O22_FA;FA_Assemble_1;63507579.88
B24_SA;SA_Routing_1;0.93
B24;Paint_1;10.33
B24_SA;SA_Cut_1;4.8
B23;Attach_BP_1;2.07
O22_FA;FA_Drill_1;6.65
O23_FA;FA_Cut_1;4.22
B24_BP;BP_Sand_1;6.3
B24_BP;BP_Paint_2;4.85
B24;Paint_2;11.08
B24_SA;;12.32
O22_BP;BP_Cut_1;2.2
B24_SA;SA_Assemble_1;63507585.48
;FA_Assemble_1;1.82
O22_BP;BP_Drill_1;5.45
B24;Sand_1;63507594.87
B23;Attach_BP_1;63507582.52
B24_SA;SA_Drill_1;14.22
B24_SA;SA_Assemble_2;5.47
O23_FA;FA_Cut_2;4.32
O22_FA;FA_Drill_2;6.73
O22_BP;BP_Sand_2;3.17
B24;Sand_2;14.33
B24_BP;BP_Paint_1;4.52
O22_BP;BP_Drill_3;5.47
O22_BP;BP_Cut_1;2.15
O22_FA;FA_Assemble_1;1.83
B23;;2.25
O23_FA;FA_Cut_1;4.55
B24_SA;SA_Routing_1;0.9
B24_SA;SA_Cut_1;4.48
B24;Paint_3;-63507583.23
O22_BP;BP_Drill_2;5.82
B24_SA;SA_Drill_3;14.3
O22_BP;BP_Cut_1;2.2
O22_FA;FA_Drill_3;5.7
O22_FA;FA_Assemble_1;1.97
O22_BP;BP_Sand_2;2.82
O22_BP;BP_Paint_2;2.42
O22_FA;FA_Drill_1;5.53
B24_BP;BP_Sand_1;6.33
O23_FA;FA_Cut_2;4.43
B24;Assemble_1;8.6
O22_BP;BP_Drill_1;5.62
B24_SA;SA_Assemble_1;5.52
B24_BP;BP_Paint_1;4.77
B24;Assemble_2;8.98
B24;Sand_3;73.77
O22_BP;BP_Cut_1;2.13
O22_FA;FA_Assemble_1;1.8
O22_BP;BP_Drill_3;5.5
;BP_Sand_2;3.48
B24_SA;SA_Routing_1;0.88
O23_FA;FA_Cut_1;4.35
B24_SA;SA_Cut_1;4.5
O22_BP;BP_Paint_2;2.33
O22_FA;FA_Drill_2;6.07
O22_BP;BP_Cut_1;2.17
O22_FA;FA_Assemble_1;1.55
O22_BP;BP_Drill_2;5.55
O23_FA;FA_Cut_2;4.27
O22_FA;;6.18
O22_FA;FA_Assemble_1;1.62
;FA_Drill_1;6.65
O22_BP;BP_Cut_1;1.87
O22_BP;BP_Sand_2;3.52
O22_BP;BP_Paint_1;2.72
O22_BP;BP_Drill_1;63507597.07
B24;Assemble_3;-63507591.28
O22_BP;BP_Sand_1;3.28
B24_BP;BP_Paint_2;4.57
;Attach_BP_1;1.95
B24_SA;SA_Drill_2;71.72
;FA_Cut_1;3.8
;SA_Assemble_1;5.37
B24_SA;SA_Routing_1;0.97
B24_SA;SA_Cut_1;4.18
O22_FA;FA_Assemble_1;1.7
O22_BP;BP_Drill_3;5.1
O22_BP;BP_Cut_1;2.28
O23_FA;FA_Drill_2;67.38
O22_FA;FA_Assemble_1;1.9
B24;Sand_4;73.25
O23_FA;FA_Cut_2;4
O22_BP;BP_Sand_2;3.4
O22_BP;BP_Sand_1;3.07
O22_BP;BP_Drill_2;65.77
O22_BP;BP_Paint_1;2.35
B24_SA;SA_Drill_1;74.1
B24_SA;SA_Assemble_2;0
B23;Attach_BP_1;2
B24;Paint_1;70.3
O22_BP;BP_Cut_1;2.02
;Sand_1;75.7
B24;Paint_2;71.27
O23_FA;FA_Cut_1;64.3
O22_BP;BP_Paint_2;2.43
O23_FA;FA_Drill_3;-63507596.38
B24_SA;SA_Routing_1;63507597.45
B24_SA;SA_Cut_1;64.1
O22_FA;FA_Assemble_1;1.68
O22_BP;BP_Drill_1;65.88
O23_FA;FA_Drill_1;68.38
B23;Attach_BP_1;2.02
O23_BP;;2.63
B24;Assemble_1;68.85
O22_BP;BP_Sand_1;63.17
O22_BP;BP_Drill_3;-63507597.83
O22_BP;BP_Paint_1;62.35
O22_BP;BP_Sand_2;63507661.3
B24_SA;SA_Drill_3;63507672.38
B24_SA;SA_Assemble_1;65.85
O22_FA;FA_Assemble_1;61.92
;FA_Cut_2;64.33
O22_BP;BP_Paint_2;62.13
B24;Sand_2;75.8
B23;Attach_BP_1;62
O23_BP;BP_Cut_1;62.72
B24;Paint_3;11.52
O23_FA;FA_Cut_1;4.22
;BP_Drill_2;5.43
B24;Assemble_2;8.28
B24_SA;SA_Routing_1;1.05
B24_SA;SA_Cut_1;4.95
O22_BP;BP_Sand_1;63507664.27
O22_BP;BP_Paint_1;-63507661.08
O23_FA;;7.28
O22_BP;BP_Sand_2;2.82
O22_BP;BP_Paint_2;2.53
O23_FA;FA_Assemble_1;1.77
B23;Attach_BP_1;2.1
O23_BP;BP_Cut_1;2.55
O23_FA;FA_Cut_2;4.05
O22_BP;BP_Drill_1;6.02
B24_SA;;12.03
B24_SA;SA_Assemble_2;5.7
;BP_Drill_3;5.65
O22_BP;BP_Sand_2;-63507664.25
B23;Attach_BP_1;1.97
O22_BP;BP_Sand_1;3.13
;BP_Paint_1;2.32
O22_BP;BP_Paint_2;2.33
B24;Assemble_3;9.1
O23_FA;FA_Cut_1;4.83
O23_FA;FA_Drill_3;7.32
O23_FA;FA_Assemble_1;1.68
O23_BP;BP_Cut_1;2.6
O23_FA;FA_Drill_1;7.27
B24_SA;SA_Routing_1;0.97
;;2.22
O22_BP;BP_Drill_2;5
B23;Attach_BP_1;2.08
;Sand_3;13.2
O23_FA;FA_Assemble_1;1.82
O23_FA;FA_Cut_2;63507671.92
O22_BP;BP_Sand_1;3.5
O22_BP;BP_Paint_1;2.4
B24;Paint_1;10.88
O22_BP;BP_Paint_2;2.25
O23_BP;BP_Cut_1;2.57
O22_SA;SA_Cut_1;2.17
O22_SA;SA_Routing_1;0.48
O23_FA;FA_Drill_2;7.35
O23_FA;;-63507668.83
B24_SA;SA_Drill_1;12.62
B23;Attach_BP_1;2.18
B24;Sand_4;13.83
B24_SA;SA_Assemble_1;5.35
O22_BP;BP_Drill_1;5.62
O22_BP;BP_Sand_2;-63507669.2
O23_FA;FA_Cut_1;4.17
B24;Assemble_1;63507678.4
O22_BP;BP_Drill_3;6.23
O22_SA;;-63507670.38
O22_SA;SA_Routing_1;0.53
;BP_Cut_1;2.67
O22_BP;BP_Sand_1;3.3
O22_BP;BP_Drill_2;5.87
B24;Paint_2;11.85
O22_BP;BP_Paint_1;2.1
O23_FA;FA_Cut_2;4.05
O23_FA;FA_Drill_3;6.5
O22_BP;BP_Sand_2;3
O23_FA;FA_Assemble_1;1.62
O22_BP;BP_Paint_2;2.62
O22_SA;SA_Drill_3;63507677.87
B24_SA;SA_Assemble_2;5.83
O22_SA;SA_Cut_1;2.25
;SA_Routing_1;0.53
O23_FA;FA_Drill_1;8.57
O23_BP;BP_Cut_1;2.53
B24;Sand_1;16.27
O24_FA;FA_Cut_1;4.28
O23_FA;FA_Assemble_1;1.97
B24;Assemble_2;7.82
O22_BP;BP_Paint_1;2.5
;BP_Drill_1;63507680.97
O22_BP;BP_Sand_1;2.78
O22_SA;SA_Cut_1;63507677.3
O22_SA;SA_Routing_1;0.53
B24;Paint_3;10.88
O22_BP;BP_Paint_2;2.4
O22_SA;SA_Drill_2;5.9
;SA_Assemble_1;5.85
O23_FA;FA_Drill_2;7.52
O23_BP;BP_Cut_1;2.33
;;5.6
O22_BP;BP_Sand_2;3.43
O24_FA;FA_Cut_2;3.9
O23_FA;FA_Assemble_1;1.73
O22_BP;BP_Drill_2;6.18
O22_SA;SA_Cut_1;2.22
O22_SA;SA_Routing_1;0.52
O22_BP;BP_Sand_1;3.57
O22_BP;BP_Paint_1;2.32
O22_SA;SA_Drill_3;-63507677.93
O24_FA;FA_Cut_1;4.53
O23_BP;BP_Cut_1;2.5
B24;Assemble_1;8.52
B24;Sand_2;12.85
O22_SA;SA_Assemble_2;2.27
O23_FA;FA_Drill_3;6.88
B24;Attach_BP_1;2.72
;FA_Assemble_1;1.83
O22_SA;SA_Cut_1;-63507679.68
O22_SA;SA_Routing_1;0.48
O22_BP;BP_Paint_2;63507682.42
B24;Paint_1;11.4
B24_BP;;55.52
O24_FA;FA_Cut_2;4.67
O22;Assemble_3;4.48
;BP_Drill_1;7.35
O23_BP;BP_Cut_1;2.65
O22_BP;BP_Sand_2;-63507681.08
O22_BP;BP_Paint_1;2.7
O22_SA;SA_Drill_1;5.42
O23_FA;FA_Drill_1;6.5
B24_SA;SA_Assemble_2;5.98
O22_SA;SA_Drill_2;-63507681.75
O23_BP;BP_Drill_3;7.95
O23_FA;FA_Assemble_1;1.73
O22_BP;BP_Sand_1;3.22
O22_SA;SA_Assemble_1;2.3
O22_SA;SA_Cut_1;2.2
;SA_Routing_1;63507682.62
B24;Assemble_2;9.1
B24;Sand_3;14.65
O24_FA;FA_Cut_1;4.35
B24;Paint_2;9.97
O23_BP;BP_Drill_2;8.22
O23_FA;FA_Drill_2;8.37
O23_BP;BP_Cut_1;2.57
O23_FA;FA_Assemble_1;1.75
O22_SA;SA_Drill_3;5.88
O22_BP;BP_Sand_2;3.18
O22_SA;SA_Cut_1;2.28
O22_SA;SA_Routing_1;0.5
O22_BP;BP_Paint_1;2.57
O22_SA;SA_Assemble_1;63507686.67
O24_FA;FA_Cut_2;4.67
O22_BP;BP_Paint_2;-63507685.23
O23_FA;FA_Drill_3;7.32
O22;Sand_4;7.23
O22;Assemble_3;4.22
O23_FA;FA_Assemble_1;1.83
O23_BP;BP_Cut_1;2.47
O22_SA;SA_Cut_1;2.02
O22_SA;;0.52
O22_SA;SA_Drill_1;6
O22;Assemble_1;4.5
O22_SA;SA_Assemble_1;2.53
O24_FA;FA_Cut_1;4.62
;BP_Paint_1;2.57
O22_SA;SA_Drill_2;5.05
O22_SA;SA_Assemble_2;2.1
O23_FA;FA_Drill_1;7.13
O23_FA;FA_Assemble_1;1.75
O23_BP;BP_Drill_1;8.33
O23_BP;BP_Sand_1;4.73
O22_SA;SA_Cut_1;2.33
O22_SA;SA_Routing_1;0.58
O23_BP;BP_Cut_1;2.88
O24_FA;FA_Cut_2;4.32
O23_BP;BP_Drill_3;8.72
O22_SA;SA_Drill_3;5.33
O23_BP;BP_Sand_2;5.05
O22_SA;SA_Assemble_1;2.3
B24;Assemble_3;9.23
B24;Sand_1;15.7
B24;Paint_3;11.43
B24;Attach_BP_1;2.77
O22_SA;SA_Cut_1;2.07
O22_SA;SA_Routing_1;0.48
O23_BP;BP_Drill_2;7.48
O22;Sand_2;7.9
;Assemble_2;4.58
B24;Paint_1;-63507691.52
O22;Assemble_1;4.25
O23_BP;BP_Cut_1;2.85
O23_FA;FA_Drill_2;7.88
O23_FA;FA_Assemble_1;-63507692.18
O24_FA;FA_Cut_1;4.37
;;6.02
B24;Sand_4;63507705.88
O22_SA;SA_Assemble_1;2.27
O23_FA;FA_Drill_3;6.27
O22_SA;SA_Drill_1;5.4
O22;Paint_2;5.83
B24;;56.68
O22_SA;SA_Assemble_2;2.57
O23_BP;BP_Sand_1;4.73
O23_BP;BP_Paint_1;3.62
O22_SA;SA_Cut_1;2.1
O22_SA;SA_Routing_1;0.5
O23_FA;FA_Assemble_1;1.6
O24_FA;FA_Cut_2;4.32
O23_BP;BP_Cut_1;2.35
O23_BP;BP_Paint_2;2.93
O22_SA;SA_Drill_3;6.15
O22_SA;SA_Assemble_1;2.2
O23_FA;FA_Drill_1;6.85
O22_SA;SA_Cut_1;2.12
O22_SA;SA_Routing_1;0.55
O23_FA;FA_Assemble_1;1.68
O22;Assemble_1;4.15
O22;Assemble_2;4.57
;FA_Cut_1;4.33
O23_BP;BP_Drill_1;7.62
O23_BP;BP_Sand_2;4.6
;Sand_3;6.45
O23_BP;BP_Cut_1;-63507697.25
O22_SA;SA_Cut_1;2.45
O22_SA;;0.48
O23_BP;BP_Paint_1;-63507698.13
O22_SA;;6.12
O23_BP;;9.4
O22_SA;SA_Assemble_1;2.25
O24_FA;FA_Cut_2;63507702.83
O23_BP;BP_Sand_1;4.43
O22_SA;SA_Drill_2;6.2
O23_BP;BP_Drill_2;7.55
O22_SA;SA_Assemble_2;2.17
B24;Paint_2;9.72
O23_FA;FA_Drill_3;63507707.4
O22;Assemble_3;4.77
;Sand_2;7.07
O23_FA;FA_Assemble_1;-63507699.5
O23_FA;FA_Drill_2;63507706.92
O23_BP;BP_Cut_1;2.45
O22;Assemble_1;4.33
;SA_Cut_1;2.28
O22_SA;SA_Routing_1;0.5
O22;Paint_1;5.45
O22;Assemble_2;4.23
O24_FA;FA_Cut_1;-63507701.13
O23_FA;FA_Assemble_1;63507703.17
O22_SA;SA_Drill_3;5.9
O23_BP;BP_Sand_2;4.33
O22_SA;SA_Assemble_1;2.37
O23_BP;BP_Paint_1;3.78
B24;Attach_BP_1;2.6
O23_FA;FA_Drill_1;7.75
O23_BP;BP_Cut_1;2.9
O22_SA;SA_Cut_1;2.37
O22_SA;SA_Routing_1;0.57
O24_FA;FA_Cut_2;4.45
O23_BP;BP_Paint_2;3.48
;FA_Assemble_1;1.68
O22;Sand_3;6.7
O22;Paint_3;5.82
O22;Assemble_3;4.25
O23_BP;BP_Drill_1;9.12
O23_BP;BP_Sand_1;4.87
O22_SA;SA_Drill_1;-63507704.62
O22;Assemble_1;4.75
O22_SA;SA_Assemble_1;2.3
O22_SA;SA_Cut_1;63507707.35
B24;Attach_BP_1;2.92
O22_SA;SA_Routing_1;0.6
O22_SA;SA_Assemble_2;2.42
O23_BP;BP_Cut_1;2.65
O24_FA;FA_Cut_1;4.17
B24;Sand_1;14.87
O22_SA;SA_Drill_2;5.7
O22;Sand_4;7.27
O23_BP;BP_Paint_1;3.43
B24;Paint_1;10.05
O22;Sand_2;7.6
O23_BP;BP_Drill_2;8.02
O23_BP;BP_Sand_2;4.75
O23_FA;FA_Drill_2;8.17
O22;Assemble_2;4.32
O23_FA;FA_Assemble_1;1.82
O22_SA;;2.47
O22_SA;SA_Routing_1;0.57
O23_FA;FA_Drill_3;-63507707.47
O24_FA;FA_Cut_2;4.52
O22_SA;;2.33
O23_BP;BP_Drill_3;9.07
O22_SA;SA_Drill_3;5.82
O23_BP;BP_Cut_1;2.47
B24;Attach_BP_1;2.6
O22;;4.45
B24;Paint_2;9.3
O23_FA;FA_Assemble_1;1.73
O23_BP;BP_Sand_1;4.47
O23_BP;BP_Paint_2;3.58
O22;Paint_3;5.18
O22_SA;SA_Cut_1;2.22
O22_SA;SA_Routing_1;0.53
;Assemble_1;4.5
O24_FA;FA_Cut_1;4.35
O24_FA;FA_Drill_1;-63507710.13
O22;;6.37
O22_SA;SA_Drill_1;4.93
O22_SA;SA_Assemble_1;2.27
O23_BP;BP_Cut_1;2.73
O23_FA;FA_Assemble_1;1.97
B24;Attach_BP_1;2.75
O23_BP;BP_Paint_1;3.42
O22_SA;SA_Assemble_2;63507714.22
O24_FA;FA_Cut_2;4.25
O22_SA;SA_Cut_1;2.12
O22_SA;SA_Routing_1;0.58
O22_SA;SA_Drill_2;6.38
O22;Assemble_2;4.6
O22;Sand_4;6.47
;BP_Cut_1;2.63
O23_BP;BP_Drill_1;63507723.15
O23_BP;BP_Sand_2;4.8
O23_BP;BP_Paint_2;3.27
O24_FA;FA_Drill_3;8.22
O22;Sand_2;7.97
O22_SA;SA_Assemble_1;2.07
B24;Attach_BP_1;63507716.77
O23_FA;FA_Assemble_1;63507716.12
O22;Assemble_3;4.52
O22_SA;SA_Cut_1;2.08
O22_SA;SA_Routing_1;0.52
O24_FA;FA_Cut_1;4.78
O23_BP;BP_Drill_2;7.88
O23_BP;BP_Sand_1;4.67
O22;Paint_3;4.92
O22_SA;SA_Drill_3;63507720.05
O24_FA;FA_Drill_2;9.78
O22_SA;SA_Assemble_2;2.32
O22;Assemble_1;4.12
O23_BP;BP_Cut_1;-63507716.3
O23_FA;FA_Assemble_1;1.75
O22;Paint_1;5.95
O22_SA;SA_Cut_1;2.3
O22_SA;SA_Routing_1;0.57
O22;Sand_3;6.33
O23_BP;BP_Drill_3;7.8
O22_SA;SA_Drill_1;6.07
B24;Attach_BP_1;2.47
O24_FA;FA_Drill_1;8.92
O22;Assemble_2;3.9
O22;Paint_2;5.6
O24_FA;;1.9
O23_BP;BP_Sand_2;4.37
O23_BP;BP_Paint_1;3.58
O24_BP;BP_Cut_1;2.88
O23_SA;SA_Cut_1;3.05
O22_SA;SA_Routing_1;0.5
O23_BP;BP_Paint_2;3.22
O22_SA;SA_Assemble_1;2.32
O22_SA;SA_Drill_2;5.2
O22;Sand_4;6.38
O22;Paint_3;5
O22_SA;SA_Assemble_2;2.55
O22;Sand_1;6.63
B24;Attach_BP_1;2.7
O24_BP;;2.43
O22;Assemble_1;4.35
O22;Sand_2;7.4
O23_SA;SA_Cut_1;3.48
O23_SA;SA_Routing_1;0.72
;Paint_1;5.68
O24_FA;FA_Drill_3;9.85
O23_BP;BP_Drill_2;8.58
O23_BP;BP_Sand_1;4.07
O24_FA;FA_Assemble_1;1.72
;Assemble_2;4.23
O23_SA;SA_Drill_3;10.1
O23_BP;BP_Paint_1;3.53
O22;Sand_3;7.47
O23_BP;BP_Drill_1;8.9
O23_BP;BP_Sand_2;4.8
O22_SA;SA_Assemble_1;2.08
B24;Paint_2;11.17
O24_BP;BP_Cut_1;2.72
O24_FA;FA_Drill_2;7.8
O22_SA;SA_Assemble_2;2.17
O22;Paint_3;5.47
O23_BP;BP_Drill_3;-63507725.07
O24_FA;FA_Assemble_1;1.98
O23_SA;SA_Cut_1;3.2
O23_SA;SA_Routing_1;0.7
O22;Assemble_3;4.82
O22;Sand_4;7.6
O23_SA;SA_Drill_1;9.67
O23_BP;BP_Sand_1;4.13
;BP_Paint_1;3.27
O24_FA;FA_Drill_1;7.45
O24_BP;BP_Cut_1;2.63
O22;Assemble_1;4.72
;FA_Assemble_1;1.73
O22;Sand_1;7.22
O22;Paint_1;5.8
